sex,qimd,ethnicity,sha,smoking_status,age,total_patient_years,ageband
men,1 most deprived,pakistani,South Central,never_smoker,44,1.6767122970573314,40—44
men,1 most deprived,pakistani,South West,never_smoker,44,0.7342465436326737,40—44
men,1 most deprived,pakistani,West Midlands,ex_smoker,44,1,40—44
men,1 most deprived,pakistani,West Midlands,never_smoker,44,13.958904046169458,40—44
men,1 most deprived,pakistani,West Midlands,smoker,44,4.583561580416032,40—44
men,1 most deprived,pakistani,Yorkshire and the Humber,ex_smoker,44,2,40—44
men,1 most deprived,pakistani,Yorkshire and the Humber,never_smoker,44,15.19184057988719,40—44
men,1 most deprived,pakistani,Yorkshire and the Humber,smoker,44,7,40—44
men,1 most deprived,white,East Midlands,ex_smoker,44,13.980821854388635,40—44
men,1 most deprived,white,East Midlands,never_smoker,44,15.926027207001523,40—44
men,1 most deprived,white,East Midlands,smoker,44,24.720570053255123,40—44
men,1 most deprived,white,East of England,ex_smoker,44,18.0358633995011,40—44
men,1 most deprived,white,East of England,never_smoker,44,17.90684925164891,40—44
men,1 most deprived,white,East of England,smoker,44,32.041095478183664,40—44
men,1 most deprived,white,London,ex_smoker,44,28.468657548368697,40—44
men,1 most deprived,white,London,never_smoker,44,42.72876664764079,40—44
men,1 most deprived,white,London,smoker,44,48.41195410709384,40—44
men,1 most deprived,white,North East,ex_smoker,44,16.942465626585488,40—44
men,1 most deprived,white,North East,never_smoker,44,25.580821664129882,40—44
men,1 most deprived,white,North East,smoker,44,51.06575298072045,40—44
men,1 most deprived,white,North West,ex_smoker,44,49.819177733384066,40—44
men,1 most deprived,white,North West,never_smoker,44,72.79725929096905,40—44
men,1 most deprived,white,North West,smoker,44,118.08775988678391,40—44
men,1 most deprived,white,South Central,ex_smoker,44,5.7178081874682904,40—44
men,1 most deprived,white,South Central,never_smoker,44,5.564765136487262,40—44
men,1 most deprived,white,South Central,smoker,44,9.740152515868758,40—44
men,1 most deprived,white,South East Coast,ex_smoker,44,12.608219051243024,40—44
men,1 most deprived,white,South East Coast,never_smoker,44,18.035616248097412,40—44
men,1 most deprived,white,South East Coast,smoker,44,23.454794361998985,40—44
men,1 most deprived,white,South West,ex_smoker,44,13.722037419200678,40—44
men,1 most deprived,white,South West,never_smoker,44,18.49589022070015,40—44
men,1 most deprived,white,South West,smoker,44,38.13698604769153,40—44
men,1 most deprived,white,West Midlands,ex_smoker,44,34.2084509777879,40—44
men,1 most deprived,white,West Midlands,never_smoker,44,43.47166666051531,40—44
men,1 most deprived,white,West Midlands,smoker,44,69.17831348421649,40—44
men,1 most deprived,white,Yorkshire and the Humber,ex_smoker,44,34.76738502982453,40—44
men,1 most deprived,white,Yorkshire and the Humber,never_smoker,44,46.99187017344043,40—44
men,1 most deprived,white,Yorkshire and the Humber,smoker,44,60.53183577152176,40—44
men,2,bangladeshi,East of England,never_smoker,44,1.5178081874682903,40—44
men,2,bangladeshi,London,ex_smoker,44,1.5616438039066463,40—44
men,2,bangladeshi,London,never_smoker,44,6.879451927955353,40—44
men,2,bangladeshi,London,smoker,44,3.860655706081765,40—44
men,2,bangladeshi,North West,never_smoker,44,1,40—44
men,2,bangladeshi,South Central,ex_smoker,44,1,40—44
men,2,bangladeshi,South Central,smoker,44,1,40—44
men,2,bangladeshi,South West,never_smoker,44,1,40—44
men,2,black african,East Midlands,never_smoker,44,1,40—44
men,2,black african,East of England,never_smoker,44,3.879781389141874,40—44
men,2,black african,London,ex_smoker,44,1.3726026763064434,40—44
men,2,black african,London,never_smoker,44,16.690410863774733,40—44
men,2,black african,London,smoker,44,3.1643835299340437,40—44
men,2,black african,North West,ex_smoker,44,1,40—44
men,2,black african,North West,never_smoker,44,2.454794488838153,40—44
men,2,black african,South Central,never_smoker,44,1,40—45
men,2,black african,South East Coast,never_smoker,44,3,40—44
men,2,black african,South West,never_smoker,44,0.07397257102993404,40—44
men,2,black african,West Midlands,never_smoker,44,2,40—44
men,2,black african,Yorkshire and the Humber,never_smoker,44,1,40—44
men,2,black caribbean,East Midlands,smoker,44,1,40—44
men,2,black caribbean,East of England,never_smoker,44,1.849726744333131,40—44
men,2,black caribbean,East of England,smoker,44,2,40—44
men,2,black caribbean,London,ex_smoker,44,3.5863013064434295,40—44
men,2,black caribbean,London,never_smoker,44,12.167123160832064,40—44
men,2,black caribbean,London,smoker,44,3,40—44
men,2,black caribbean,North West,never_smoker,44,1,40—44
men,2,black caribbean,South Central,never_smoker,44,1,40—44
men,2,black caribbean,South West,ex_smoker,44,1,40—44
men,2,black caribbean,South West,never_smoker,44,0.09863010527650938,40—44
men,2,black caribbean,West Midlands,smoker,44,0.7479451737696601,40—44
men,2,black caribbean,Yorkshire and the Humber,never_smoker,44,1,40—44
men,2,chinese,East Midlands,ex_smoker,44,1,40—44
men,2,chinese,East of England,never_smoker,44,1,40—44
men,2,chinese,London,never_smoker,44,7.753858695015567,40—44
men,2,chinese,London,smoker,44,1,40—44
men,2,chinese,North West,ex_smoker,44,2,40—44
men,2,chinese,North West,never_smoker,44,1,40—44
men,2,chinese,North West,smoker,44,1,40—44
men,2,chinese,South Central,never_smoker,44,1,40—44
men,2,chinese,South Central,smoker,44,0.06027394089294774,40—44
men,2,chinese,South East Coast,smoker,44,1,40—44
men,2,chinese,West Midlands,never_smoker,44,1,40—44
men,2,indian,East Midlands,never_smoker,44,10.649315005073566,40—44
men,2,indian,East Midlands,smoker,44,1,40—44
men,2,indian,East of England,ex_smoker,44,1,40—44
men,2,indian,East of England,never_smoker,44,4,40—44
men,2,indian,London,ex_smoker,44,3.120637645535816,40—44
men,2,indian,London,never_smoker,44,25.21935002888537,40—44
men,2,indian,London,smoker,44,7.6082191463724,40—44
men,2,indian,North West,never_smoker,44,2.610958872399797,40—44
men,2,indian,South Central,never_smoker,44,4,40—44
men,2,indian,South East Coast,never_smoker,44,2,40—44
men,2,indian,South West,never_smoker,44,2.9671232242516488,40—44
men,2,indian,West Midlands,ex_smoker,44,1,40—44
men,2,indian,West Midlands,never_smoker,44,10.257534183155759,40—44
men,2,indian,Yorkshire and the Humber,never_smoker,44,1,40—44
men,2,indian,Yorkshire and the Humber,smoker,44,1,40—44
men,2,other,East Midlands,ex_smoker,44,2,40—44
men,2,other,East Midlands,never_smoker,44,1,40—44
men,2,other,East of England,ex_smoker,44,2,40—44
men,2,other,East of England,never_smoker,44,2,40—44
men,2,other,East of England,smoker,44,2,40—44
men,2,other,London,ex_smoker,44,5.123287639523085,40—44
men,2,other,London,never_smoker,44,15.28810523864824,40—44
men,2,other,London,smoker,44,16.896129823094018,40—44
men,2,other,North West,ex_smoker,44,0.3232876395230847,40—44
men,2,other,North West,never_smoker,44,3,40—44
men,2,other,North West,smoker,44,1,40—44
men,2,other,South Central,ex_smoker,44,2,40—44
men,2,other,South East Coast,never_smoker,44,1.8191780504819888,40—44
men,2,other,South West,smoker,44,1,40—44
men,2,other,West Midlands,ex_smoker,44,2,40—44
men,2,other,West Midlands,never_smoker,44,1,40—44
men,2,other,West Midlands,smoker,44,1,40—44
men,2,other,Yorkshire and the Humber,ex_smoker,44,1,40—44
men,2,other,Yorkshire and the Humber,never_smoker,44,2.4904109271943176,40—44
men,2,other,Yorkshire and the Humber,smoker,44,2,40—44
men,2,other asian,East Midlands,never_smoker,44,0.5095890093860984,40—44
men,2,other asian,East of England,ex_smoker,44,2.6794520230847283,40—44
men,2,other asian,East of England,never_smoker,44,1,40—44
men,2,other asian,East of England,smoker,44,0.063013666920345,40—45
men,2,other asian,London,never_smoker,44,17.712328671993912,40—44
men,2,other asian,London,smoker,44,5,40—44
men,2,other asian,North West,never_smoker,44,2,40—44
men,2,other asian,South Central,ex_smoker,44,2,40—44
men,2,other asian,South Central,never_smoker,44,5.3592259266363635,40—44
men,2,other asian,South Central,smoker,44,1,40—45
men,2,other asian,South East Coast,never_smoker,44,1,40—44
men,2,other asian,South West,ex_smoker,44,0.5452054477422628,40—45
men,2,other asian,West Midlands,never_smoker,44,0.967123224251649,40—44
men,2,other asian,Yorkshire and the Humber,never_smoker,44,2,40—44
men,2,other asian,Yorkshire and the Humber,smoker,44,1,40—44
men,2,pakistani,East Midlands,never_smoker,44,2.542465658295282,40—44
men,2,pakistani,East of England,ex_smoker,44,1.9068492833587012,40—44
men,2,pakistani,East of England,never_smoker,44,4.972602676306443,40—44
men,2,pakistani,London,ex_smoker,44,4,40—44
men,2,pakistani,London,never_smoker,44,9.068493087265347,40—44
men,2,pakistani,London,smoker,44,1,40—44
men,2,pakistani,North East,never_smoker,44,1,40—44
men,2,pakistani,North West,never_smoker,44,4,40—44
men,2,pakistani,South Central,ex_smoker,44,1,40—44
men,2,pakistani,South Central,never_smoker,44,5.126087186939447,40—44
men,2,pakistani,South East Coast,ex_smoker,44,1,40—44
men,2,pakistani,South East Coast,never_smoker,44,2,40—44
men,2,pakistani,South East Coast,smoker,44,1,40—44
men,2,pakistani,South West,never_smoker,44,0.7589040778792491,40—44
men,2,pakistani,West Midlands,ex_smoker,44,1,40—44
men,2,pakistani,West Midlands,never_smoker,44,2.2301369545915777,40—44
men,2,pakistani,West Midlands,smoker,44,1,40—44
men,2,pakistani,Yorkshire and the Humber,never_smoker,44,6.572999412675738,40—44
men,2,white,East Midlands,ex_smoker,44,29.5643833079655,40—44
men,2,white,East Midlands,never_smoker,44,41.1643833079655,40—44
men,2,white,East Midlands,smoker,44,32.09593507090864,40—44
men,2,white,East of England,ex_smoker,44,38.33150653221715,40—44
men,2,white,East of England,never_smoker,44,41.47123255961441,40—44
men,2,white,East of England,smoker,44,45.29369637224385,40—44
men,2,white,London,ex_smoker,44,60.438355942415015,40—44
men,2,white,London,never_smoker,44,96.11330081598132,40—44
men,2,white,London,smoker,44,79.28261785706611,40—44
men,2,white,North East,ex_smoker,44,22.05205469939117,40—44
men,2,white,North East,never_smoker,44,20.1125830553095,40—44
men,2,white,North East,smoker,44,23.673972412480975,40—44
men,2,white,North West,ex_smoker,44,43.83287639523085,40—44
men,2,white,North West,never_smoker,44,66.41710384471698,40—44
men,2,white,North West,smoker,44,66.01121287519788,40—44
men,2,white,South Central,ex_smoker,44,18.698951700441928,40—44
men,2,white,South Central,never_smoker,44,30.095890284119736,40—44
men,2,white,South Central,smoker,44,24.345205320903094,40—44
men,2,white,South East Coast,ex_smoker,44,23.29358446873449,40—44
men,2,white,South East Coast,never_smoker,44,32.31274015757514,40—44
men,2,white,South East Coast,smoker,44,32.890410736935564,40—44
men,2,white,South West,ex_smoker,44,41.5891378378739,40—44
men,2,white,South West,never_smoker,44,55.58633090008331,40—44
men,2,white,South West,smoker,44,36.57026701368962,40—44
men,2,white,West Midlands,ex_smoker,44,32.95068461440893,40—44
men,2,white,West Midlands,never_smoker,44,50.24708398225776,40—44
men,2,white,West Midlands,smoker,44,40.70687148653772,40—44
men,2,white,Yorkshire and the Humber,ex_smoker,44,28.517807933789953,40—44
men,2,white,Yorkshire and the Humber,never_smoker,44,36.764577901688554,40—44
men,2,white,Yorkshire and the Humber,smoker,44,32.350729591456584,40—44
men,3,bangladeshi,London,never_smoker,44,3.5178081874682903,40—44
men,3,black african,East of England,never_smoker,44,1,40—44
men,3,black african,London,ex_smoker,44,3.9972677279396884,40—44
men,3,black african,London,never_smoker,44,5.597260242262811,40—44
men,3,black african,London,smoker,44,2.1506848997970573,40—44
men,3,black african,North West,ex_smoker,44,1,40—44
men,3,black african,South East Coast,never_smoker,44,1.8579234656446064,40—44
men,3,black caribbean,East Midlands,smoker,44,1,40—44
men,3,black caribbean,East of England,ex_smoker,44,1,40—44
men,3,black caribbean,East of England,never_smoker,44,2,40—44
men,3,black caribbean,East of England,smoker,44,1,40—44
men,3,black caribbean,London,ex_smoker,44,3,40—44
men,3,black caribbean,London,never_smoker,44,5.5123287354134956,40—44
men,3,black caribbean,London,smoker,44,1.4082191463723999,40—44
men,3,black caribbean,North West,ex_smoker,44,1,40—44
men,3,black caribbean,South Central,smoker,44,1,40—44
men,3,black caribbean,South East Coast,never_smoker,44,1,40—44
men,3,black caribbean,West Midlands,ex_smoker,44,1,40—44
men,3,black caribbean,West Midlands,never_smoker,44,0.7643835299340437,40—44
men,3,black caribbean,Yorkshire and the Humber,never_smoker,44,1,40—44
men,3,chinese,East of England,never_smoker,44,1,40—44
men,3,chinese,London,never_smoker,44,4.827397196854388,40—44
men,3,chinese,London,smoker,44,0.4958903792491121,40—44
men,3,chinese,North East,ex_smoker,44,1,40—45
men,3,chinese,North West,ex_smoker,44,0.7506848997970573,40—44
men,3,chinese,South Central,never_smoker,44,1,40—44
men,3,chinese,South East Coast,smoker,44,1,40—44
men,3,indian,East Midlands,ex_smoker,44,1,40—44
men,3,indian,East Midlands,never_smoker,44,2.9153677900077075,40—44
men,3,indian,East of England,ex_smoker,44,1,40—44
men,3,indian,East of England,never_smoker,44,6.734246543632674,40—44
men,3,indian,London,ex_smoker,44,4.991780758498225,40—44
men,3,indian,London,never_smoker,44,22.693285171964106,40—44
men,3,indian,London,smoker,44,0.6191780504819888,40—44
men,3,indian,North West,never_smoker,44,1,40—44
men,3,indian,North West,smoker,44,1,40—44
men,3,indian,South Central,never_smoker,44,3,40—44
men,3,indian,South Central,smoker,44,0.09315065322171487,40—45
men,3,indian,South East Coast,never_smoker,44,0.027397228564180618,40—44
men,3,indian,South West,never_smoker,44,1,40—45
men,3,indian,West Midlands,ex_smoker,44,2.339725995687468,40—44
men,3,indian,West Midlands,never_smoker,44,6.005479420345003,40—44
men,3,indian,West Midlands,smoker,44,0.5589040778792491,40—44
men,3,indian,Yorkshire and the Humber,never_smoker,44,1.219178050481989,40—44
men,3,other,East Midlands,ex_smoker,44,1,40—44
men,3,other,East Midlands,never_smoker,44,1,40—44
men,3,other,East of England,ex_smoker,44,2,40—44
men,3,other,East of England,never_smoker,44,3,40—44
men,3,other,East of England,smoker,44,1,40—44
men,3,other,London,ex_smoker,44,8.528767059868088,40—44
men,3,other,London,never_smoker,44,19.065753329528157,40—44
men,3,other,London,smoker,44,3.756164256722476,40—44
men,3,other,North East,never_smoker,44,1,40—44
men,3,other,North West,never_smoker,44,2,40—44
men,3,other,South Central,ex_smoker,44,1,40—44
men,3,other,South Central,smoker,44,1,40—44
men,3,other,South East Coast,never_smoker,44,1,40—44
men,3,other,South West,ex_smoker,44,1,40—44
men,3,other,South West,never_smoker,44,1,40—44
men,3,other,West Midlands,ex_smoker,44,1,40—44
men,3,other,West Midlands,never_smoker,44,4.712328735413496,40—44
men,3,other,West Midlands,smoker,44,1,40—44
men,3,other,Yorkshire and the Humber,never_smoker,44,1,40—44
men,3,other asian,East Midlands,never_smoker,44,1.4410958587011669,40—44
men,3,other asian,East of England,smoker,44,2,40—44
men,3,other asian,London,ex_smoker,44,3.915068429731101,40—44
men,3,other asian,London,never_smoker,44,10.843835489599188,40—44
men,3,other asian,London,smoker,44,4.545205416032471,40—44
men,3,other asian,South Central,never_smoker,44,5.230511202480364,40—44
men,3,other asian,South Central,smoker,44,0.5095890093860984,40—44
men,3,other asian,South East Coast,ex_smoker,44,1,40—44
men,3,other asian,South East Coast,never_smoker,44,1.7232876395230847,40—44
men,3,other asian,South East Coast,smoker,44,1,40—44
men,3,other asian,South West,never_smoker,44,0.3863013381532217,40—44
men,3,other asian,West Midlands,never_smoker,44,2,40—44
men,3,other asian,West Midlands,smoker,44,1,40—44
men,3,pakistani,East of England,never_smoker,44,1,40—44
men,3,pakistani,London,ex_smoker,44,2,40—44
men,3,pakistani,London,never_smoker,44,6.5123287354134956,40—44
men,3,pakistani,London,smoker,44,1,40—44
men,3,pakistani,North West,never_smoker,44,2,40—44
men,3,pakistani,South Central,ex_smoker,44,1.4273972285641805,40—44
men,3,pakistani,South Central,never_smoker,44,5.049315036783359,40—44
men,3,pakistani,South East Coast,never_smoker,44,1,40—44
men,3,pakistani,West Midlands,never_smoker,44,0.8383561326737696,40—44
men,3,pakistani,Yorkshire and the Humber,never_smoker,44,1,40—44
men,3,white,East Midlands,ex_smoker,44,33.89078488969498,40—44
men,3,white,East Midlands,never_smoker,44,45.92876686960933,40—44
men,3,white,East Midlands,smoker,44,26.66849299213597,40—44
men,3,white,East of England,ex_smoker,44,60.01420714308983,40—44
men,3,white,East of England,never_smoker,44,75.13704558369237,40—44
men,3,white,East of England,smoker,44,46.07945167427702,40—44
men,3,white,London,ex_smoker,44,46.07989316581206,40—44
men,3,white,London,never_smoker,44,81.50976038530342,40—44
men,3,white,London,smoker,44,41.37260261288686,40—44
men,3,white,North East,ex_smoker,44,11.580821854388635,40—44
men,3,white,North East,never_smoker,44,30.80568137281913,40—44
men,3,white,North East,smoker,44,8.780821854388636,40—44
men,3,white,North West,ex_smoker,44,47.94794485667174,40—44
men,3,white,North West,never_smoker,44,63.22739678462709,40—44
men,3,white,North West,smoker,44,40.912328418315575,40—44
men,3,white,South Central,ex_smoker,44,22.77302167927434,40—44
men,3,white,South Central,never_smoker,44,25.96444306593488,40—44
men,3,white,South Central,smoker,44,23.600037269488872,40—44
men,3,white,South East Coast,ex_smoker,44,36.84931484652461,40—44
men,3,white,South East Coast,never_smoker,44,51.41167704538555,40—44
men,3,white,South East Coast,smoker,44,28.22465724885845,40—44
men,3,white,South West,ex_smoker,44,51.53427610556276,40—44
men,3,white,South West,never_smoker,44,65.18904055682395,40—44
men,3,white,South West,smoker,44,32.83287649036022,40—44
men,3,white,West Midlands,ex_smoker,44,29.77570123510506,40—44
men,3,white,West Midlands,never_smoker,44,62.78202668569601,40—44
men,3,white,West Midlands,smoker,44,41.14794485667174,40—44
men,3,white,Yorkshire and the Humber,ex_smoker,44,26.14551965236018,40—44
men,3,white,Yorkshire and the Humber,never_smoker,44,51.58630108447488,40—44
men,3,white,Yorkshire and the Humber,smoker,44,32.42739703830543,40—44
men,4,bangladeshi,East of England,never_smoker,44,0.7315068176052765,40—44
men,4,bangladeshi,London,never_smoker,44,1,40—44
men,4,bangladeshi,South Central,never_smoker,44,1,40—44
men,4,bangladeshi,South East Coast,never_smoker,44,2.934246543632674,40—44
men,4,black african,East Midlands,never_smoker,44,1,40—45
men,4,black african,East of England,never_smoker,44,1.043835584728564,40—44
men,4,black african,London,never_smoker,44,1,40—44
men,4,black african,London,smoker,44,2,40—44
men,4,black african,North West,never_smoker,44,1,40—44
men,4,black african,South Central,never_smoker,44,1,40—44
men,4,black african,South Central,smoker,44,1,40—44
men,4,black african,South East Coast,never_smoker,44,1.3698629819888382,40—44
men,4,black african,West Midlands,never_smoker,44,2,40—44
men,4,black caribbean,East Midlands,never_smoker,44,1,40—44
men,4,black caribbean,London,ex_smoker,44,1,40—44
men,4,black caribbean,London,never_smoker,44,4,40—44
men,4,black caribbean,South Central,ex_smoker,44,1,40—44
men,4,black caribbean,West Midlands,smoker,44,1,40—44
men,4,chinese,East Midlands,never_smoker,44,1,40—44
men,4,chinese,East of England,never_smoker,44,1,40—44
men,4,chinese,London,ex_smoker,44,1,40—44
men,4,chinese,London,never_smoker,44,1,40—44
men,4,chinese,North West,never_smoker,44,1,40—44
men,4,chinese,South Central,ex_smoker,44,0.3534246258244546,40—44
men,4,chinese,Yorkshire and the Humber,never_smoker,44,1,40—44
men,4,indian,East Midlands,never_smoker,44,2.799999873160832,40—44
men,4,indian,East of England,ex_smoker,44,1,40—44
men,4,indian,East of England,never_smoker,44,3.265753392947742,40—44
men,4,indian,London,ex_smoker,44,1,40—44
men,4,indian,London,never_smoker,44,8.323287639523084,40—44
men,4,indian,London,smoker,44,2.9534246258244545,40—44
men,4,indian,North East,ex_smoker,44,1,40—44
men,4,indian,North West,never_smoker,44,2,40—44
men,4,indian,South Central,never_smoker,44,4,40—44
men,4,indian,South East Coast,ex_smoker,44,1,40—44
men,4,indian,South East Coast,smoker,44,1,40—44
men,4,indian,South West,never_smoker,44,2,40—44
men,4,indian,West Midlands,ex_smoker,44,0.7808218860984272,40—45
men,4,indian,West Midlands,never_smoker,44,5.126027365550482,40—44
men,4,indian,West Midlands,smoker,44,1,40—44
men,4,indian,Yorkshire and the Humber,never_smoker,44,4,40—44
men,4,other,East Midlands,ex_smoker,44,0.16438352993404362,40—44
men,4,other,East Midlands,never_smoker,44,2,40—44
men,4,other,East of England,never_smoker,44,2.9945205162354136,40—44
men,4,other,East of England,smoker,44,1,40—44
men,4,other,London,ex_smoker,44,6.980949109509333,40—44
men,4,other,London,never_smoker,44,6.301369799594115,40—44
men,4,other,London,smoker,44,4.641095858701167,40—44
men,4,other,North East,never_smoker,44,1,40—44
men,4,other,South Central,smoker,44,1,40—44
men,4,other,South East Coast,never_smoker,44,1.726027365550482,40—44
men,4,other,South West,ex_smoker,44,0.5589040778792491,40—44
men,4,other,West Midlands,never_smoker,44,2,40—44
men,4,other,Yorkshire and the Humber,ex_smoker,44,1,40—44
men,4,other,Yorkshire and the Humber,never_smoker,44,4.4986300735667175,40—44
men,4,other asian,East of England,never_smoker,44,3,40—44
men,4,other asian,London,never_smoker,44,7.90958888254693,40—44
men,4,other asian,London,smoker,44,1,40—44
men,4,other asian,North West,never_smoker,44,1,40—44
men,4,other asian,North West,smoker,44,1,40—44
men,4,other asian,South Central,ex_smoker,44,1,40—44
men,4,other asian,South Central,never_smoker,44,1,40—45
men,4,other asian,South East Coast,never_smoker,44,1.1808218860984272,40—44
men,4,pakistani,East Midlands,never_smoker,44,1,40—44
men,4,pakistani,East of England,never_smoker,44,1,40—44
men,4,pakistani,London,ex_smoker,44,1.0383561326737696,40—44
men,4,pakistani,London,never_smoker,44,1.4438355530187723,40—44
men,4,pakistani,North West,never_smoker,44,3,40—44
men,4,pakistani,South Central,ex_smoker,44,1,40—44
men,4,pakistani,Yorkshire and the Humber,never_smoker,44,1.610958872399797,40—44
men,4,white,East Midlands,ex_smoker,44,25.99725992516489,40—44
men,4,white,East Midlands,never_smoker,44,60.11815198563945,40—44
men,4,white,East Midlands,smoker,44,36.92110904763538,40—44
men,4,white,East of England,ex_smoker,44,49.80821851217656,40—44
men,4,white,East of England,never_smoker,44,74.84405187418733,40—44
men,4,white,East of England,smoker,44,38.86373199845506,40—44
men,4,white,London,ex_smoker,44,41.90136960933536,40—44
men,4,white,London,never_smoker,44,71.01369796423135,40—44
men,4,white,London,smoker,44,21.42473219997685,40—44
men,4,white,North East,ex_smoker,44,12.912328576864535,40—44
men,4,white,North East,never_smoker,44,18.290410673515982,40—44
men,4,white,North East,smoker,44,9.616438324454592,40—44
men,4,white,North West,ex_smoker,44,38.68219130517504,40—44
men,4,white,North West,never_smoker,44,62.60280646223035,40—44
men,4,white,North West,smoker,44,34.808652930175384,40—44
men,4,white,South Central,ex_smoker,44,33.00576361918238,40—44
men,4,white,South Central,never_smoker,44,56.44667230641778,40—44
men,4,white,South Central,smoker,44,26.331603908396474,40—44
men,4,white,South East Coast,ex_smoker,44,39.629597579953725,40—44
men,4,white,South East Coast,never_smoker,44,46.39828522931898,40—44
men,4,white,South East Coast,smoker,44,31.347944920091326,40—44
men,4,white,South West,ex_smoker,44,28.238400760913713,40—44
men,4,white,South West,never_smoker,44,84.83868473769591,40—44
men,4,white,South West,smoker,44,27.180821664129883,40—44
men,4,white,West Midlands,ex_smoker,44,38.041529832762905,40—44
men,4,white,West Midlands,never_smoker,44,67.1701468320185,40—44
men,4,white,West Midlands,smoker,44,29.550684709538306,40—44
men,4,white,Yorkshire and the Humber,ex_smoker,44,36.92328738584475,40—44
men,4,white,Yorkshire and the Humber,never_smoker,44,60.16007129123659,40—44
men,4,white,Yorkshire and the Humber,smoker,44,20.402739377219685,40—44
men,5 least deprived,bangladeshi,East of England,ex_smoker,44,1,40—45
men,5 least deprived,bangladeshi,East of England,never_smoker,44,1,40—44
men,5 least deprived,bangladeshi,London,never_smoker,44,1,40—44
men,5 least deprived,bangladeshi,North East,never_smoker,44,1,40—44
men,5 least deprived,bangladeshi,South East Coast,never_smoker,44,1,40—44
men,5 least deprived,bangladeshi,South West,never_smoker,44,1.956164351851852,40—44
men,5 least deprived,black african,East of England,never_smoker,44,3.219178018772197,40—44
men,5 least deprived,black african,South Central,never_smoker,44,1,40—44
men,5 least deprived,black african,South Central,smoker,44,1,40—44
men,5 least deprived,black african,South East Coast,never_smoker,44,1,40—44
men,5 least deprived,black african,South East Coast,smoker,44,1,40—44
men,5 least deprived,black caribbean,East of England,never_smoker,44,2,40—44
men,5 least deprived,black caribbean,London,ex_smoker,44,1,40—44
men,5 least deprived,black caribbean,North West,never_smoker,44,1,40—45
men,5 least deprived,black caribbean,South Central,never_smoker,44,1,40—44
men,5 least deprived,black caribbean,South West,never_smoker,44,1,40—44
men,5 least deprived,black caribbean,Yorkshire and the Humber,never_smoker,44,1,40—44
men,5 least deprived,chinese,East of England,never_smoker,44,1.8273972285641806,40—44
men,5 least deprived,chinese,London,never_smoker,44,1,40—44
men,5 least deprived,chinese,North East,never_smoker,44,1,40—44
men,5 least deprived,chinese,South Central,smoker,44,1,40—44
men,5 least deprived,chinese,South East Coast,never_smoker,44,1,40—45
men,5 least deprived,chinese,West Midlands,never_smoker,44,2,40—44
men,5 least deprived,indian,East Midlands,never_smoker,44,3,40—44
men,5 least deprived,indian,East Midlands,smoker,44,1,40—44
men,5 least deprived,indian,East of England,ex_smoker,44,1,40—44
men,5 least deprived,indian,East of England,never_smoker,44,2,40—44
men,5 least deprived,indian,East of England,smoker,44,1,40—44
men,5 least deprived,indian,London,never_smoker,44,5,40—44
men,5 least deprived,indian,North West,never_smoker,44,1,40—44
men,5 least deprived,indian,North West,smoker,44,2,40—44
men,5 least deprived,indian,South Central,ex_smoker,44,1,40—44
men,5 least deprived,indian,South Central,never_smoker,44,3.073972571029934,40—44
men,5 least deprived,indian,South West,never_smoker,44,2.4575341514459668,40—44
men,5 least deprived,indian,West Midlands,ex_smoker,44,1,40—44
men,5 least deprived,indian,West Midlands,never_smoker,44,3,40—44
men,5 least deprived,other,East Midlands,never_smoker,44,3,40—44
men,5 least deprived,other,East of England,ex_smoker,44,2,40—44
men,5 least deprived,other,East of England,never_smoker,44,1,40—44
men,5 least deprived,other,London,ex_smoker,44,1,40—44
men,5 least deprived,other,London,never_smoker,44,3.1095890093860983,40—44
men,5 least deprived,other,London,smoker,44,1,40—44
men,5 least deprived,other,North East,never_smoker,44,4,40—44
men,5 least deprived,other,North West,ex_smoker,44,2,40—44
men,5 least deprived,other,South Central,ex_smoker,44,1,40—44
men,5 least deprived,other,South Central,never_smoker,44,1,40—44
men,5 least deprived,other,South Central,smoker,44,1,40—45
men,5 least deprived,other,South East Coast,ex_smoker,44,2,40—44
men,5 least deprived,other,South East Coast,smoker,44,0.10958900938609843,40—44
men,5 least deprived,other,South West,ex_smoker,44,3,40—44
men,5 least deprived,other,West Midlands,never_smoker,44,1,40—44
men,5 least deprived,other,Yorkshire and the Humber,never_smoker,44,3,40—44
men,5 least deprived,other asian,East of England,ex_smoker,44,0.063013666920345,40—44
men,5 least deprived,other asian,East of England,never_smoker,44,1.3123287037037037,40—44
men,5 least deprived,other asian,London,never_smoker,44,2,40—44
men,5 least deprived,other asian,North West,never_smoker,44,0.23287668061897515,40—44
men,5 least deprived,other asian,South Central,ex_smoker,44,1,40—44
men,5 least deprived,other asian,South Central,never_smoker,44,2,40—44
men,5 least deprived,other asian,South West,never_smoker,44,1,40—44
men,5 least deprived,other asian,West Midlands,never_smoker,44,0.5041095573313039,40—44
men,5 least deprived,other asian,Yorkshire and the Humber,never_smoker,44,1,40—44
men,5 least deprived,pakistani,London,ex_smoker,44,1,40—44
men,5 least deprived,pakistani,London,never_smoker,44,1,40—44
men,5 least deprived,pakistani,South Central,never_smoker,44,0.11232873541349568,40—44
men,5 least deprived,pakistani,South East Coast,never_smoker,44,1.736986269660071,40—44
men,5 least deprived,pakistani,West Midlands,never_smoker,44,1.2493150367833588,40—44
